"Year","UTLA18CD","UTLA18NM","Pop_Est_Total","Grants_Inside_AEF","Grants_Outside_AEF","Grants_LSSG_ABG","Grants_RSG","Income_Rates","Police_Grant","Central_Gov_Funding_Total","Central_Gov_Funding_Total_PerCap"
2009,"E06000002","Middlesbrough",137273,121746.875454342,90254.2687470251,20464,18621.9103737866,80682.0575031371,12112.4399979807,343881.552076272,2.50509242222631
2010,"E06000002","Middlesbrough",137667,128777.482769355,104405.171915966,23235,12876.1341022988,88674.0569454316,12423.1632246165,370391.008957668,2.69048507599982
2011,"E06000002","Middlesbrough",138368,119691.532817646,97496.639375435,1223,24286.7704164006,78569.734524006,12747.2690350959,334014.946168584,2.41396093149127
2012,"E06000002","Middlesbrough",138726,113850.948557615,101889.093827558,501,1856.31174858985,95765.705431104,11792.1447219984,325655.204286865,2.34747058436678
2013,"E06000002","Middlesbrough",138911,119821.155532657,84286.7374465593,95,63477.7700074647,41745.4640942486,22958.6691674137,332384.796248344,2.39278960088361
2014,"E06000002","Middlesbrough",138991,110384.832710177,85307.2742986374,81,51726.1817786506,43955.734416045,24132.1124176204,315587.135621131,2.27055806218482
2015,"E06000002","Middlesbrough",139310,99976.3095624117,91359.5059258756,57,37054.5810479138,45143.7083022089,23002.2796926689,296593.384531079,2.12901718850821
2016,"E06000002","Middlesbrough",140326,98575.3875208111,89652.9038339304,0,29563.6481647111,44337.3011396945,22952.201464689,285081.442123836,2.03156537009418
2017,"E06000002","Middlesbrough",140639,104873.770744134,81881.9643826009,0,22652.021557891,44718.7412399541,22647.313171421,276773.811096001,1.96797340066412
2018,"E06000002","Middlesbrough",140545,97669.3011440799,80501.6621715427,0,17949.5554518264,49613.3041703804,22569.6676166688,268303.490554498,1.90902195421038
2002,"E06000042","Milton Keynes",215061,25264.0141587093,36091.6615080672,NA,76471.8484249808,69945.4546153002,12506.0143782241,220278.993085282,1.02426285140161
2003,"E06000042","Milton Keynes",217597,34063.4263927454,38930.2558273507,NA,97612.0090791861,65964.7955204874,13600.2625060388,250170.749325808,1.14969760302673
2004,"E06000042","Milton Keynes",219521,34718.3936563428,63136.2607733601,NA,113693.018268085,63820.92425311,13876.3733162362,289244.970267134,1.31761868006767
2005,"E06000042","Milton Keynes",223462,41247.5814276066,69096.7273845493,NA,119718.066770838,77980.8416023482,14506.0428450474,322549.26003039,1.44341883644821
2006,"E06000042","Milton Keynes",227225,173776.985534326,78570.7295120844,NA,13399.6485518321,69413.3019425801,14178.1195992674,349338.785140089,1.5374135114538
2007,"E06000042","Milton Keynes",231033,190971.349401794,90024.9374070181,NA,12419.9129448755,74010.1010554348,14606.8416793687,382033.142488492,1.65358690095567
2008,"E06000042","Milton Keynes",235625,194996.129952866,100094.229165423,9806,11557.8805814171,83023.2228204292,14994.5254414236,414471.987961559,1.75903230965118
2009,"E06000042","Milton Keynes",240178,202937.449504185,122630.819316644,10511,18405.0640762606,79739.0478294355,15572.0154785632,449795.396205088,1.87275852161767
2010,"E06000042","Milton Keynes",245450,211708.807953179,135139,14569,12871.9771573844,88641.6950931563,16179.4667664363,479109.946970156,1.95196556109251
2011,"E06000042","Milton Keynes",249895,188878.382552531,128024.673612073,551,24029.0462152432,77738.7387296469,17371.0499047765,436592.89101427,1.74710534830337
2012,"E06000042","Milton Keynes",252773,183222.409678856,126506.564981807,716,1847.48661977679,95299.3522339207,16191.498609981,423783.312124342,1.67653709899531
2013,"E06000042","Milton Keynes",256376,187413.244659962,111543.281693827,127,63267.2187252642,43508.8919704266,26181.2691164708,432040.90616595,1.68518467471975
2014,"E06000042","Milton Keynes",260225,188010.571754223,110462.064648661,0,51913.1786525844,40237.4281004961,27092.8545169753,417716.09767294,1.60521125054449
2015,"E06000042","Milton Keynes",263181,199870.756450164,107483.236020877,77,38680.693506855,50872.3566845292,25854.574179117,422838.616841543,1.60664568050711
2016,"E06000042","Milton Keynes",266240,209172.63612464,97848.2961485715,0,27976.6054127632,43869.1735927616,25780.2964654716,404647.007744208,1.51985805192386
2017,"E06000042","Milton Keynes",267521,195384.676339671,95142.57446724,0,18483.4905823591,48857.4151092989,25433.6086283541,383301.765126924,1.43279131405356
2018,"E06000042","Milton Keynes",268607,187304.497630621,94945.0985810309,0,12350.5789126784,51069.4506792668,25368.2399284264,371037.865732023,1.38134101394239
2002,"E08000021","Newcastle upon Tyne",267001,60873.5102755359,83684.4914302278,NA,148627.70925605,89963.5926889009,21683.6683475206,404832.971998236,1.51622268080732
2003,"E08000021","Newcastle upon Tyne",266862,105328.198128881,87134.3963243392,NA,174872.06265063,82467.4775818039,23688.9338600904,473491.068545745,1.77429183827501
2004,"E08000021","Newcastle upon Tyne",266884,110377.21695676,134772.863444907,NA,190996.610273679,78881.4502185352,23974.1002213007,539002.241115182,2.01961242005958
2005,"E08000021","Newcastle upon Tyne",269608,113282.406161209,137854.359092864,NA,192257.304702846,96327.7051348381,25172.6728705929,564894.447962351,2.09524364248224
2006,"E08000021","Newcastle upon Tyne",270258,219915.706115675,138540.053161224,NA,29305.9211044882,151817.872651953,20498.2922295928,560077.845262933,2.07238211362081
2007,"E08000021","Newcastle upon Tyne",271577,235149.921118014,144541.699929904,NA,26781.1219538676,159579.679499935,20924.4922969082,586976.914798629,2.16136460303571
2008,"E08000021","Newcastle upon Tyne",271649,225244.023887335,151648.489536365,21276,24028.9335874587,172612.85990882,21142.7976141353,615953.104534113,2.26745949565105
2009,"E08000021","Newcastle upon Tyne",273422,236396.362355164,162767.234022909,25201.1154527305,37543.8519224524,162658.488698043,21600.5256332467,646167.578084546,2.36326110585303
2010,"E08000021","Newcastle upon Tyne",276681,235493.079317827,169140.798162046,38149,25831.3739309409,177888.750335216,22258.8048318353,668761.806577865,2.41708612654235
2011,"E08000021","Newcastle upon Tyne",279092,238695.926150029,175085.086316784,118,48258.3586736559,156123.853533596,24420.2233425489,642701.448016614,2.3028300632645
2012,"E08000021","Newcastle upon Tyne",281893,228441.586487614,175426.846803022,0,3662.34116331933,188912.201242792,22760.8863923133,619203.862089061,2.19659183480633
2013,"E08000021","Newcastle upon Tyne",285821,229840.236498999,149912.003296131,140,123941.183969569,70032.2307976476,47859.057746678,621724.712309025,2.17522404690007
2014,"E08000021","Newcastle upon Tyne",288340,235557.579532173,152279.219320905,144,102977.61775372,88297.0820526039,47911.2398303123,627166.738489714,2.17509446656626
2015,"E08000021","Newcastle upon Tyne",290764,237498.866581716,144091.293292524,78,76387.0781261574,90403.0481338592,45914.8337381191,594373.119872376,2.04417713290633
2016,"E08000021","Newcastle upon Tyne",293713,239113.671518974,140678.986795244,66,61199.6822766347,80657.9287768207,45905.4146195513,567621.683987225,1.93257255888308
2017,"E08000021","Newcastle upon Tyne",295842,234935.279967,118914.188573686,0,47316.3405498531,82605.5438719193,45466.6466524181,529237.999614876,1.78892111199517
2018,"E08000021","Newcastle upon Tyne",300196,232993.642162285,104991.897886741,0,37935.3227898283,96600.2511758924,45879.9737094488,518401.087724196,1.72687540048567
2002,"E09000025","Newham",255282,109312.786788216,147557.621255171,NA,266027.976706837,80216.6129629476,35156.7750102994,638271.772723471,2.5002615645579
2003,"E09000025","Newham",256224,203363.339941599,162278.018990734,NA,296087.629952709,77600.3983331839,37504.1179420667,776833.505160292,3.03185300815026
2004,"E09000025","Newham",254434,186018.179414858,243995.01434224,NA,316195.156710926,76830.0387004506,38444.9259499538,861483.315118428,3.38588127026431
2005,"E09000025","Newham",253798,215587.516313655,266629.165909098,NA,323779.912027237,90455.1809201186,39736.7059839934,936188.481154101,3.68871496684017
2006,"E09000025","Newham",257994,422429.410846265,280151.700828856,NA,36199.0587086436,187526.655244758,33999.5230690362,960306.348697558,3.72220419349891
2007,"E09000025","Newham",266285,457812.032153974,292001.228700354,NA,33560.3362065481,199977.029268836,35536.3572368422,1018886.98356655,3.82630258394785
2008,"E09000025","Newham",276478,460213.594278592,258849.24031686,32399,30685.0303036509,220425.950391831,37276.5141719429,1039849.32946288,3.76105632080266
2009,"E09000025","Newham",286447,481825.87716965,301054.677538975,36966.5730261423,48657.4693124186,210810.710349037,39080.7179824375,1118396.02537866,3.90437332343736
2010,"E09000025","Newham",299171,499649.176089507,294713.970214582,42661.3244336193,33917.5679904286,233578.356898565,41369.7544852413,1145890.15011194,3.83021800278752
2011,"E09000025","Newham",310460,540841.826150408,298788.733604269,400.240434195914,62197.630440445,201219.259281506,42674.2503827516,1146121.94029357,3.69168955837652
2012,"E09000025","Newham",316295,484638.992706388,300591.632445495,203.698226333349,4696.1516238201,242234.71925889,40031.8976636069,1072397.09192453,3.39049650460656
2013,"E09000025","Newham",321465,581056.336692851,272146.247578069,0,154452.76987328,74723.7877792797,74846.7438352529,1157225.88575873,3.59985032821219
2014,"E09000025","Newham",328066,516033.478880706,278861.542254852,0,126728.476327488,147296.476385338,76976.4324714693,1145896.40631985,3.4928837682657
2015,"E09000025","Newham",336254,520371.530762348,301198.367105538,0,92553.9073789681,148562.316063243,74252.2491115078,1136938.3704216,3.38118913208945
2016,"E09000025","Newham",344533,429281.767951133,275483.502161314,0,77265.9190692591,147709.87801829,74826.0485307354,1004567.11573073,2.9157355484982
2017,"E09000025","Newham",347996,407477.997430339,289103.49609979,12615,56374,199582.070743901,74215.5704825416,1039368.13475657,2.98672437256914
2018,"E09000025","Newham",352005,382153.334682663,263094.097401906,0,0,284995.977994129,67508.5947349379,997752.004813636,2.83448247841262
2002,"E10000020","Norfolk",803463,100735,123357,NA,224241,267351,46284,761968,0.948354809120022
2003,"E10000020","Norfolk",810127,121780,137413,NA,286211,253091,49982,848477,1.04733825684121
2004,"E10000020","Norfolk",815690,135224,210153,NA,324450,242958,50953,963738,1.18150032487832
2005,"E10000020","Norfolk",822890,146350,226693,NA,313562,292696,53393,1032694,1.25495995819611
2006,"E10000020","Norfolk",829062,542496,240143,NA,44414,230068,45882,1103003,1.33042281518149
2007,"E10000020","Norfolk",834945,584539,268165,NA,42037,250493,47130,1192364,1.42807490313733
2008,"E10000020","Norfolk",841495,558433,294733,42604,39936,286882,48836,1271424,1.51091093827058
2009,"E10000020","Norfolk",846355,591691,333288,48058,64013,277332,50394,1364776,1.61253374765908
2010,"E10000020","Norfolk",852926,584812,363918,57757,45053,310253,51999,1413792,1.65757873484921
2011,"E10000020","Norfolk",859426,601074,345064,7281,83378,269741,57661,1364199,1.58733736237908
2012,"E10000020","Norfolk",864847,576091,350944,6018,6425,331391,53682,1324551,1.53154372970017
2013,"E10000020","Norfolk",870296,539804,293033,4029,240982,162045,87244,1327137,1.52492600218776
2014,"E10000020","Norfolk",877388,524091,280692,1177,205014,167411,93029,1271414,1.44908979835603
2015,"E10000020","Norfolk",884748,516528,268588,1043,160551,171240,88751,1206701,1.36389231736042
2016,"E10000020","Norfolk",891731,501808.29463,245510.77868,848,124271,173414,88298,1134150.07331,1.27185224390539
2017,"E10000020","Norfolk",898390,489464.653,226910.54382,820,88485,180640,87193,1073513.19682,1.19493003797905
2018,"E10000020","Norfolk",903680,460129.276,224218.688,961,65294,192166.145,87193,1029962.109,1.13974206466891
2002,"E06000012","North East Lincolnshire",158003,24189.7376681029,37487,NA,77072.4393852823,51679.3235651266,10854.3952170698,201282.895835581,1.27391819038614
2003,"E06000012","North East Lincolnshire",158373,39216.5172742666,32831.2137305787,NA,91440.6066657498,50061.7959904942,11595.3184685731,225145.452129662,1.42161512460876
2004,"E06000012","North East Lincolnshire",158542,41464.0143052053,51820.5269504838,NA,99258.98822575,47728.3572971409,11682.5027158883,251954.389494468,1.58919648733123
2005,"E06000012","North East Lincolnshire",158725,38641.8304609855,53282.4095873699,NA,98025.539992518,56779.6233044822,12071.7062356868,258801.109581042,1.63049998160997
2006,"E06000012","North East Lincolnshire",158610,142409.071870882,58148.6346534905,NA,11526.6534285844,59713.3308676041,10823.3355276332,282621.026348194,1.78186133502424
2007,"E06000012","North East Lincolnshire",158589,144645.496478036,60028.4142867527,NA,10718.7229806523,63873.4079135169,10992.5739975948,290258.615656552,1.83025692612068
2008,"E06000012","North East Lincolnshire",158708,129551.436788513,61243,18018,10005.5243737376,71877.2842333224,11498.2101120406,302193.455507613,1.90408457990532
2009,"E06000012","North East Lincolnshire",158689,132584.357813267,70097,20756,15972.6700394705,69202.3830375605,11821.7993862585,320434.210276556,2.01925911863176
2010,"E06000012","North East Lincolnshire",158951,117043.903063928,85239,21876,11185.7903465998,77033.7176363515,12155.6495717624,324534.060618642,2.0417239313917
2011,"E06000012","North East Lincolnshire",159735,99811.276565361,76509,1172,20840.6019049134,67423.6503054855,13013.9081386901,278770.43691445,1.74520572770182
2012,"E06000012","North East Lincolnshire",159788,76490.7186521499,77384,608,1578.13467643521,81422.3611392191,12050.0413570569,249533.255824861,1.56165203785554
2013,"E06000012","North East Lincolnshire",159963,68634.2794610056,64257,498,55085.664374758,37528.5316989519,21575.6129743942,247579.08850911,1.54772721510043
2014,"E06000012","North East Lincolnshire",160019,60477.9259044386,80586,154,45860.2942044923,43060.4275215178,22632.6164729924,252771.264103441,1.57963281924922
2015,"E06000012","North East Lincolnshire",159971,55167.4375895118,65598,114,33482.7749257694,30497.9761910681,21529.1342323519,206389.322938701,1.29016711115578
2016,"E06000012","North East Lincolnshire",159828,50821.9572718245,60828,0,26162.1607045539,39826.6727145833,21320.6366231041,198959.427314066,1.24483461792718
2017,"E06000012","North East Lincolnshire",159826,54638.2582340884,55330,0,19306.5556205598,38965.0021444227,21015.0906099237,189254.906608995,1.18413090866939
2018,"E06000012","North East Lincolnshire",159821,58351,49310.2844922942,0,14753.8402173622,46531.7520172516,20964.1338976595,189911.010624568,1.18827319704274
2002,"E06000013","North Lincolnshire",154240,22197.6437531451,20719,NA,61801.5443300819,50764.5284373406,10595.8869026591,166078.603423227,1.07675443090785
2003,"E06000013","North Lincolnshire",156196,30331.8396896652,24463.1695545419,NA,75829.1496389122,48516.3513384936,11435.9288737174,190576.43909533,1.22011088053043
2004,"E06000013","North Lincolnshire",158211,29606.0182742796,39271.4966214819,NA,84327.3694300825,46532.8530883801,11658.1122805528,211395.849694777,1.33616404481848
